Client,product,expected_revenue,probability
990,CL,6.480090033607259,0.7350646654627391
1438,CL,5.908742818092008,0.7014390329505423
691,CL,5.565412945107712,0.7159804588968243
1118,CL,7.599161587062789,0.5287729181300458
1159,CL,6.984332451357366,0.6547080479855465
1467,CL,9.70334221714586,0.6569076912283317
747,CL,6.170524394814011,0.7448437860170514
776,CL,6.734341798777741,0.6838114397095736
600,CL,10.689353544484367,0.6428081236733241
873,CL,10.478252860449853,0.8216983215073259
1091,CL,6.393282802597894,0.639220385668695
1259,CL,8.879045781140178,0.8029500631642109
1600,CL,15.0631344194748,0.6365306413243708
225,CL,7.923258754518962,0.6865506005713276
1035,CL,7.847456797888181,0.6226515838504769
238,CL,7.457698287031935,0.6142220821112235
316,CL,8.203481757010639,0.8035740792152507
732,CL,6.448345658212926,0.6254109496593494
1392,CL,6.879493669316175,0.5866901547205523
575,CL,8.241514924983196,0.6739327534681782
47,CL,7.22788499155094,0.754330425388675
611,CL,7.8440888332338865,0.6667205097834805
1549,CL,16.149001914309757,0.8284371587173631
408,CL,8.98438951718771,0.8171764248125803
970,CL,8.073539779025728,0.7220563458942122
298,CL,8.502201100106719,0.7503455023633293
846,CL,8.600463757640727,0.7142233515119771
642,CL,12.202696291385898,0.5302983023640974
1104,CL,7.204638591816892,0.8327861579414375
1582,CL,9.589930792657,0.668643348252774
775,CL,24.875267177408126,0.7914008449364281
327,CL,8.626842880202783,0.6599604568059426
1117,CL,7.8875054936086535,0.6853436056187006
1564,CL,8.87574512839145,0.6995041844939025
678,CL,15.919577564854723,0.5342090992170805
1169,CL,6.532654244249261,0.6342386431140187
495,CL,8.590188611051541,0.784352564102564
1585,CL,5.996727858333088,0.6784242687919741
1298,CL,15.362809369347037,0.7890797191416739
627,CL,6.57933087935325,0.7347166166207022
1160,CL,8.3643977479624,0.7718542191973883
1291,CL,8.208142743787096,0.8365040157463984
413,CL,6.253663099354776,0.81625
1175,CL,6.132291615705239,0.8181470949818724
643,CL,6.368442314362676,0.6753584488598543
23,CL,7.233127580371512,0.7432058620106872
917,CL,7.606773413492158,0.7155210332175825
1267,CL,8.514735235266029,0.606368164698614
1583,CL,6.70538329760365,0.6139015333690371
914,CL,9.475505289737825,0.7384606527339895
500,CL,8.813807671390165,0.6976833068523599
1470,CL,6.586206542612574,0.6442287439296674
1372,CL,7.120304897584409,0.6571392488099675
1431,CL,6.886936584774272,0.8289161436848106
1591,CL,7.1451268276773465,0.6161625097938083
438,CL,5.7629094116403925,0.7719049852847337
1499,CL,8.55279320342315,0.86266123283893
348,CL,7.357567798822009,0.8422364331742501
584,CL,5.855958145102559,0.7628370852834676
1130,CL,6.205846744662834,0.7993062504239298
1403,CL,8.179550841693239,0.6201427756229918
682,CL,9.78742979499148,0.6953838469608953
1179,CL,4.906497463939106,0.8127545443216994
1231,CL,10.918539014430372,0.8716702704022928
1121,CL,5.870012528377694,0.6779762572829147
279,CL,7.158096808106393,0.621249107687473
1488,CL,5.711369379905149,0.7397450587159672
1399,CL,5.5749279126909155,0.7341759136868599
1538,CL,23.131032939334148,0.7501144458192271
1584,CL,7.553152424594993,0.8086821305764204
1329,CL,8.630209787532657,0.7925433972223481
863,CL,9.296072293946962,0.6715441182751973
1030,CL,6.7909941012626165,0.6266353088995097
632,CL,9.24605032824581,0.7465309092880547
1561,CL,8.418225548424356,0.5519368651896372
390,MF,10.994878265479976,0.8858899584260554
614,MF,7.340756635636327,0.7633674077625298
1496,MF,7.202362053035171,0.7614791262657005
1282,MF,8.655202060087248,0.7955673635307781
544,MF,7.583001062625801,0.7751501841910627
520,CC,13.234686610859258,0.642377237283599
478,CC,9.16245964309284,0.8511119373576197
73,CC,8.026906150434076,0.531060084649132
219,CC,4.397834093306427,0.9004807692307693
43,CC,10.811603659991754,0.7842377673197045
230,CC,6.3062690156422345,0.8265322455322456
1293,CC,18.31833898791344,0.6036045194059555
1362,CC,7.894567560681275,0.8875873499901634
68,CC,9.186077443783963,0.7577111678723571
1335,CC,13.738437527618707,0.3888687518375223
924,CC,31.694493142512908,0.7271151193743548
1000,CC,6.792218807149155,0.7087502244477958
963,CC,7.846501271462663,0.8300958770643748
1368,CC,5.68876924686502,0.7984048567862336
455,CC,6.90347604230172,0.7671510063400478
21,CC,5.310458774901723,0.8078710178453682
649,CC,8.107072500630231,0.5458755896422034
1041,CC,7.696001650067599,0.7168701896560923
1573,CC,11.683787861632858,0.6052278823377913
1344,CC,7.206054820851618,0.7637380288226285
