Client,product,expected_revenue,probability
672,CL,8.756405385223136,0.840423371734106
158,CL,7.7598024133528405,0.7627036736746108
1220,CL,6.934855698056939,0.7860642897869354
1261,CL,8.060135985784308,0.8158823353368739
1118,CL,9.572761979953675,0.9601307073456975
563,CL,6.803048505273782,0.7583535476731188
1467,CL,8.318205242169107,0.8282952548860025
747,CL,6.24679129663705,0.8041499088491256
873,CL,6.839995158719492,0.8032930750476377
1259,CL,8.450481739864749,0.7598107263623722
1600,CL,7.446271083081184,0.6862982839417707
225,CL,7.948744843466179,0.8210287457355554
238,CL,7.794003666398112,0.7877198158873491
316,CL,8.354660999504564,0.8568731819993889
557,CL,6.825032750751384,0.7520007814366048
1476,CL,6.690119418773042,0.7510890971194335
102,CL,9.278850084467944,0.8661198839451291
575,CL,7.04660768571601,0.7871998243370686
1293,CL,8.192209158269685,0.7708898384234846
1044,CL,7.766570662352857,0.6734620922153519
611,CL,8.557150926189138,0.7271798015227203
1549,CL,8.874874988787738,0.6902144696212333
448,CL,7.9603453787883645,0.820896241340086
408,CL,8.296898598377211,0.8439636060709924
970,CL,8.61055942343831,0.7761936111771587
1582,CL,6.545296996166486,0.7992738244556358
775,CL,21.857396636295963,0.9992074830312615
610,CL,7.006760693883904,0.7318925691982479
1078,CL,6.763000647080858,0.7595791062594108
1117,CL,8.773651743970145,0.8972916230734751
1564,CL,8.925433595746275,0.8553067186356764
1576,CL,7.9289765880353364,0.7862499913012599
678,CL,18.29731127708202,0.9995812037984297
337,CL,7.842357623982622,0.7808990556696568
1615,CL,7.60838392437258,0.7840749711043069
843,CL,8.958549372034216,0.6215111325124785
1298,CL,8.172531266438172,0.7033705801852279
1427,CL,7.714226710031152,0.7357334359286503
1160,CL,9.260082264387373,0.8165096479614601
1291,CL,8.418247975584514,0.7993938876216004
130,CL,7.2907318705716735,0.7563862178153643
643,CL,7.043011126820648,0.8562740121954898
1601,CL,7.337570457371864,0.7643916025694825
23,CL,9.245253242995988,0.8137047571781542
1267,CL,8.317529581717817,0.7331903489255841
249,CL,7.3079963198891145,0.7571404195679409
1372,CL,7.24820542736438,0.7294231516455474
1431,CL,7.237729373111698,0.7564544670366617
1591,CL,6.918758532984818,0.7614378939452466
1499,CL,9.258600646598822,0.9130984112761983
37,CL,7.664889360416875,0.7712227180020065
348,CL,8.909472831650973,0.7772876377682986
584,CL,7.295575408447973,0.7182631662308587
1130,CL,7.826758629960417,0.8613729194656619
682,CL,8.66620548134911,0.8561963270440789
1179,CL,8.19067024343468,0.7037663271951291
1231,CL,7.6844390359371575,0.7941591163087943
1584,CL,7.0129241965433025,0.7626323608651764
36,CL,8.180822126330202,0.7419832241222764
1329,CL,8.751415099235444,0.946110624578227
863,CL,9.418743116967896,0.7932347518563196
280,CL,7.165016469587362,0.7427388265950201
632,CL,7.32326748266978,0.7509982160460071
1561,CL,8.330872511608241,0.7967832866486554
390,MF,10.375587903999229,0.999524251673014
614,MF,6.713285183702891,0.8389602910096926
491,MF,6.941182478005465,0.8958252183873969
75,MF,6.051749833873009,0.9654519416555069
544,MF,7.678149011467808,0.9977872541868659
1221,CC,8.913266948214195,0.6245752132130927
874,CC,9.14353496287752,0.571180429217729
478,CC,8.709138263889281,0.8852359664309783
1151,CC,6.26757873563265,0.9032486517635135
1135,CC,9.34286166289376,0.5427505111263925
457,CC,10.108035122446669,0.5356507328144106
1157,CC,7.641767561292243,0.9776532312203983
219,CC,9.322105706662247,0.9999911304621799
43,CC,10.918804140025095,0.8658799919206932
230,CC,9.871799662378868,0.985220312439348
68,CC,7.131472911162314,0.7569550348626449
1335,CC,9.975508883555683,0.5244005321631219
424,CC,28.19346946999966,0.9960281950978295
327,CC,8.992849581276424,0.5957556845473424
210,CC,5.762581691457164,0.943266972671271
924,CC,20.534475086436792,0.8811248018058991
163,CC,8.10501585358982,0.6883123743396555
413,CC,7.720629868824613,0.7773396121132226
1000,CC,6.5710167980232885,0.9753537334735279
378,CC,8.063029203360724,0.6755314117723751
963,CC,5.857911408706599,0.9623217723567565
449,CC,7.162883407391645,0.7898063105952636
612,CC,9.738277212386414,0.5456699408630621
1471,CC,9.690789372771734,0.6504365706162557
385,CC,7.386667829705541,0.8149644400269821
1168,CC,7.341746685252987,0.6930438270793505
302,CC,11.360071350740519,0.9240237238480582
1042,CC,7.532872746058869,0.7058401715580073
1538,CC,9.538569069771459,0.7859271249443522
649,CC,8.839223766403842,0.7306832309984823
1344,CC,6.810274019270549,0.8689606591402729
